Player,Country,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
DC Boon,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,303.0,1071.0,1727.0,2309.0,2636.0,3053.0,3379.0,4177.0,4594.0,5667.0,5964.0,5964.0,5964.0,5964.0,5964.0,5964.0,5964.0,5964.0,5964.0,5964.0,5964.0,5964.0,5964.0,5964.0,5964.0,5964.0,5964.0,5964.0,5964.0,5964.0,5964.0,5964.0,5964.0,5964.0,5964.0
JN Rhodes,SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0,696.0,1515.0,1659.0,2219.0,2797.0,3393.0,3779.0,4330.0,4867.0,5933.0,5935.0,5935.0,5935.0,5935.0,5935.0,5935.0,5935.0,5935.0,5935.0,5935.0,5935.0,5935.0,5935.0,5935.0,5935.0,5935.0,5935.0
Rameez Raja,PAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.0,1017.0,1854.0,2273.0,2840.0,3263.0,3503.0,4368.0,4915.0,4915.0,5257.0,5396.0,5841.0,5841.0,5841.0,5841.0,5841.0,5841.0,5841.0,5841.0,5841.0,5841.0,5841.0,5841.0,5841.0,5841.0,5841.0,5841.0,5841.0,5841.0,5841.0,5841.0,5841.0,5841.0,5841.0
RR Sarwan,WI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,194.0,1072.0,1551.0,2342.0,2761.0,3724.0,4099.0,4500.0,4907.0,5098.0,5644.0,5644.0,5804.0,5804.0,5804.0,5804.0,5804.0,5804.0,5804.0
CL Hooper,WI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,648.0,758.0,916.0,1295.0,1588.0,2177.0,2690.0,3104.0,3328.0,3963.0,4244.0,4612.0,4612.0,5146.0,5662.0,5761.0,5761.0,5761.0,5761.0,5761.0,5761.0,5761.0,5761.0,5761.0,5761.0,5761.0,5761.0,5761.0,5761.0,5761.0,5761.0,5761.0
SR Watson,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,288.0,316.0,454.0,734.0,1001.0,1263.0,2276.0,3047.0,4186.0,4563.0,5256.0,5421.0,5757.0,5757.0,5757.0,5757.0,5757.0
Shakib Al Hasan,BDESH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,968.0,1376.0,2047.0,2834.0,3398.0,3635.0,3688.0,3977.0,4398.0,4650.0,5080.0,5577.0,5717.0
SK Raina,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,589.0,612.0,1292.0,1897.0,2528.0,3250.0,3742.0,4512.0,5051.0,5568.0,5568.0,5568.0,5615.0,5615.0
MN Samuels,WI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,683.0,1087.0,1412.0,1412.0,1448.0,1711.0,2341.0,2513.0,2513.0,2513.0,2973.0,3455.0,3902.0,4205.0,4806.0,5180.0,5241.0,5606.0,5606.0
H Masakadza,ZIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,106.0,278.0,670.0,919.0,1243.0,2330.0,2653.0,2994.0,3006.0,3429.0,3961.0,4430.0,4710.0,5023.0,5604.0,5604.0
WJ Cronje,SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,725.0,1858.0,2015.0,2948.0,3719.0,4410.0,4997.0,5565.0,5565.0,5565.0,5565.0,5565.0,5565.0,5565.0,5565.0,5565.0,5565.0,5565.0,5565.0,5565.0,5565.0,5565.0,5565.0,5565.0,5565.0,5565.0,5565.0
Mushfiqur Rahim,BDESH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,350.0,535.0,922.0,1460.0,1987.0,2251.0,2449.0,3153.0,3920.0,4118.0,4576.0,5346.0,5558.0
KS Williamson,NZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,466.0,822.0,1275.0,2045.0,3421.0,4120.0,4716.0,5184.0,5554.0
MEK Hussey,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,604.0,1388.0,1835.0,2457.0,3623.0,4448.0,4862.0,5442.0,5442.0,5442.0,5442.0,5442.0,5442.0,5442.0,5442.0
IR Bell,ENG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,226.0,880.0,1960.0,2483.0,2483.0,2622.0,3234.0,3783.0,4428.0,4907.0,5416.0,5416.0,5416.0,5416.0,5416.0
AD Mathews,SL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,375.0,666.0,1171.0,1705.0,2290.0,3534.0,3972.0,4492.0,5065.0,5380.0,5381.0
A Jadeja,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,280.0,1000.0,1170.0,1959.0,2896.0,3900.0,5044.0,5359.0,5359.0,5359.0,5359.0,5359.0,5359.0,5359.0,5359.0,5359.0,5359.0,5359.0,5359.0,5359.0,5359.0,5359.0,5359.0,5359.0,5359.0,5359.0,5359.0
S Dhawan,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,1231.0,2046.0,2791.0,3078.0,4038.0,4935.0,5355.0
JE Root,ENG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626.0,1498.0,2221.0,3017.0,4000.0,4946.0,5351.0
DR Martyn,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,136.0,166.0,166.0,166.0,166.0,280.0,730.0,1262.0,1679.0,2397.0,3275.0,3886.0,4691.0,5346.0,5346.0,5346.0,5346.0,5346.0,5346.0,5346.0,5346.0,5346.0,5346.0,5346.0,5346.0,5346.0,5346.0
G Gambhir,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,113.0,294.0,409.0,1043.0,2162.0,3010.0,3680.0,4400.0,5085.0,5238.0,5238.0,5238.0,5238.0,5238.0,5238.0,5238.0
ADR Campbell,ZIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,236.0,420.0,562.0,840.0,1489.0,2294.0,2997.0,3957.0,4794.0,5178.0,5185.0,5185.0,5185.0,5185.0,5185.0,5185.0,5185.0,5185.0,5185.0,5185.0,5185.0,5185.0,5185.0,5185.0,5185.0,5185.0,5185.0
RS Mahanama,SL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,413.0,815.0,987.0,1174.0,1197.0,1761.0,2366.0,2969.0,3403.0,3894.0,4608.0,4937.0,5162.0,5162.0,5162.0,5162.0,5162.0,5162.0,5162.0,5162.0,5162.0,5162.0,5162.0,5162.0,5162.0,5162.0,5162.0,5162.0,5162.0,5162.0,5162.0,5162.0,5162.0
CG Greenidge,WI,0.0,0.0,0.0,0.0,129.0,227.0,235.0,235.0,664.0,1133.0,1281.0,1573.0,2322.0,2545.0,2912.0,3242.0,3688.0,4470.0,4869.0,5025.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0
F du Plessis,SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,563.0,1102.0,1892.0,2776.0,3354.0,4259.0,4693.0,5125.0
Misbah-ul-Haq,PAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,282.0,305.0,305.0,305.0,577.0,1223.0,1523.0,1554.0,2518.0,3011.0,4384.0,4669.0,5122.0,5122.0,5122.0,5122.0,5122.0
PD Collingwood,ENG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,585.0,996.0,1359.0,1791.0,2311.0,3375.0,3773.0,4478.0,4978.0,5092.0,5092.0,5092.0,5092.0,5092.0,5092.0,5092.0,5092.0,5092.0
A Symonds,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,477.0,693.0,750.0,1484.0,2287.0,3102.0,3863.0,4671.0,5006.0,5088.0,5088.0,5088.0,5088.0,5088.0,5088.0,5088.0,5088.0,5088.0,5088.0,5088.0
Abdul Razzaq,Asia/PAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,101.0,468.0,1129.0,1513.0,2188.0,2788.0,3428.0,3948.0,4403.0,4465.0,4465.0,4590.0,4921.0,5080.0,5080.0,5080.0,5080.0,5080.0,5080.0,5080.0,5080.0,5080.0
JP Duminy,SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,144.0,342.0,818.0,1293.0,1726.0,2289.0,2601.0,3260.0,3571.0,3937.0,4381.0,4668.0,5016.0,5055.0
CL Cairns,ICC/NZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,83.0,149.0,360.0,797.0,1304.0,1718.0,2109.0,2688.0,3211.0,3216.0,3614.0,4199.0,4628.0,4910.0,4950.0,4950.0,4950.0,4950.0,4950.0,4950.0,4950.0,4950.0,4950.0,4950.0,4950.0,4950.0,4950.0,4950.0
Aamer Sohail,PAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,138.0,736.0,1145.0,2198.0,2682.0,3772.0,4085.0,4651.0,4704.0,4780.0,4780.0,4780.0,4780.0,4780.0,4780.0,4780.0,4780.0,4780.0,4780.0,4780.0,4780.0,4780.0,4780.0,4780.0,4780.0,4780.0,4780.0,4780.0,4780.0
CD McMillan,NZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,739.0,1064.0,1425.0,2091.0,2942.0,3215.0,3699.0,4148.0,4150.0,4707.0,4707.0,4707.0,4707.0,4707.0,4707.0,4707.0,4707.0,4707.0,4707.0,4707.0,4707.0,4707.0
MD Crowe,NZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,328.0,744.0,982.0,1604.0,1928.0,2259.0,2455.0,3265.0,3428.0,4217.0,4412.0,4510.0,4704.0,4704.0,4704.0,4704.0,4704.0,4704.0,4704.0,4704.0,4704.0,4704.0,4704.0,4704.0,4704.0,4704.0,4704.0,4704.0,4704.0,4704.0,4704.0,4704.0,4704.0,4704.0,4704.0,4704.0,4704.0
MV Boucher,Afr/SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,316.0,907.0,1077.0,1691.0,2063.0,2325.0,2795.0,3508.0,4139.0,4329.0,4639.0,4664.0,4686.0,4686.0,4686.0,4686.0,4686.0,4686.0,4686.0,4686.0,4686.0
AJ Stewart,ENG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,376.0,497.0,1007.0,1278.0,1567.0,1665.0,2068.0,2689.0,3013.0,3378.0,3931.0,4100.0,4390.0,4677.0,4677.0,4677.0,4677.0,4677.0,4677.0,4677.0,4677.0,4677.0,4677.0,4677.0,4677.0,4677.0,4677.0,4677.0,4677.0,4677.0
Q de Kock,SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741.0,1482.0,1993.0,2850.0,3806.0,4133.0,4670.0
SB Styris,NZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,197.0,262.0,620.0,1266.0,1888.0,2320.0,2592.0,3440.0,3715.0,3743.0,4217.0,4483.0,4483.0,4483.0,4483.0,4483.0,4483.0,4483.0,4483.0,4483.0
KP Pietersen,ENG/ICC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,888.0,1500.0,2389.0,3047.0,3179.0,3332.0,3903.0,4184.0,4440.0,4440.0,4440.0,4440.0,4440.0,4440.0,4440.0
NS Sidhu,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,739.0,1143.0,1488.0,1771.0,1773.0,2232.0,3117.0,3466.0,3948.0,4098.0,4413.0,4413.0,4413.0,4413.0,4413.0,4413.0,4413.0,4413.0,4413.0,4413.0,4413.0,4413.0,4413.0,4413.0,4413.0,4413.0,4413.0,4413.0,4413.0,4413.0,4413.0,4413.0
CZ Harris,NZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,189.0,479.0,501.0,822.0,822.0,1209.0,1686.0,2109.0,2519.0,2910.0,3349.0,3955.0,4250.0,4379.0,4379.0,4379.0,4379.0,4379.0,4379.0,4379.0,4379.0,4379.0,4379.0,4379.0,4379.0,4379.0,4379.0,4379.0,4379.0
GR Marsh,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,724.0,1607.0,2105.0,2923.0,3469.0,4075.0,4357.0,4357.0,4357.0,4357.0,4357.0,4357.0,4357.0,4357.0,4357.0,4357.0,4357.0,4357.0,4357.0,4357.0,4357.0,4357.0,4357.0,4357.0,4357.0,4357.0,4357.0,4357.0,4357.0,4357.0,4357.0,4357.0,4357.0,4357.0
DA Warner,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,106.0,210.0,1050.0,1133.0,1539.0,2191.0,3579.0,4270.0,4343.0,4343.0
E Chigumbura,Afr/ZIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,414.0,903.0,1293.0,1463.0,2093.0,2461.0,2743.0,2837.0,2998.0,3390.0,4162.0,4229.0,4229.0,4340.0,4340.0
ME Trescothick,ENG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,883.0,1833.0,2700.0,3370.0,3923.0,4335.0,4335.0,4335.0,4335.0,4335.0,4335.0,4335.0,4335.0,4335.0,4335.0,4335.0,4335.0,4335.0,4335.0
GA Gooch,ENG,0.0,0.0,0.0,0.0,0.0,40.0,40.0,134.0,450.0,747.0,905.0,1046.0,1046.0,1046.0,1335.0,1665.0,2505.0,2615.0,2996.0,3397.0,3641.0,4071.0,4206.0,4288.0,4290.0,4290.0,4290.0,4290.0,4290.0,4290.0,4290.0,4290.0,4290.0,4290.0,4290.0,4290.0,4290.0,4290.0,4290.0,4290.0,4290.0,4290.0,4290.0,4290.0,4290.0,4290.0,4290.0,4290.0,4290.0
AJ Strauss,ENG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,658.0,1371.0,1963.0,2239.0,2239.0,2886.0,3692.0,4205.0,4205.0,4205.0,4205.0,4205.0,4205.0,4205.0,4205.0,4205.0
K Srikkanth,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,314.0,624.0,773.0,1118.0,1866.0,2464.0,3082.0,3486.0,3540.0,3816.0,4091.0,4091.0,4091.0,4091.0,4091.0,4091.0,4091.0,4091.0,4091.0,4091.0,4091.0,4091.0,4091.0,4091.0,4091.0,4091.0,4091.0,4091.0,4091.0,4091.0,4091.0,4091.0,4091.0,4091.0,4091.0,4091.0,4091.0,4091.0
AJ Finch,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,1304.0,1865.0,2520.0,2925.0,3418.0,4052.0
AJ Lamb,ENG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,927.0,1266.0,1569.0,1755.0,2614.0,2723.0,3072.0,3494.0,3710.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0
WTS Porterfield,IRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,614.0,736.0,1150.0,1371.0,1726.0,1752.0,2060.0,2122.0,2460.0,2628.0,3272.0,3722.0,3962.0
RP Arnold,SL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,519.0,1049.0,1900.0,2653.0,2810.0,2911.0,3291.0,3737.0,3950.0,3950.0,3950.0,3950.0,3950.0,3950.0,3950.0,3950.0,3950.0,3950.0,3950.0,3950.0,3950.0
AP Gurusinha,SL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,498.0,707.0,955.0,1351.0,1514.0,1961.0,2254.0,2627.0,3156.0,3902.0,3902.0,3902.0,3902.0,3902.0,3902.0,3902.0,3902.0,3902.0,3902.0,3902.0,3902.0,3902.0,3902.0,3902.0,3902.0,3902.0,3902.0,3902.0,3902.0,3902.0,3902.0,3902.0,3902.0
PR Stirling,IRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,128.0,899.0,1349.0,1448.0,1654.0,1662.0,2033.0,2240.0,2896.0,3346.0,3897.0
JG Wright,NZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,214.0,415.0,793.0,816.0,1414.0,1580.0,1767.0,2087.0,2339.0,3081.0,3183.0,3648.0,3770.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0,3891.0
DJ Cullinan,SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,713.0,860.0,1894.0,2704.0,3112.0,3629.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0
GA Hick,ENG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,628.0,1038.0,1374.0,1571.0,2105.0,2214.0,2477.0,3271.0,3787.0,3846.0,3846.0,3846.0,3846.0,3846.0,3846.0,3846.0,3846.0,3846.0,3846.0,3846.0,3846.0,3846.0,3846.0,3846.0,3846.0,3846.0,3846.0,3846.0
HP Tillakaratne,SL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,65.0,242.0,634.0,708.0,988.0,1400.0,1758.0,2209.0,2753.0,2972.0,3054.0,3439.0,3439.0,3439.0,3457.0,3789.0,3789.0,3789.0,3789.0,3789.0,3789.0,3789.0,3789.0,3789.0,3789.0,3789.0,3789.0,3789.0,3789.0,3789.0,3789.0,3789.0
N Kapil Dev,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,71.0,183.0,285.0,515.0,1042.0,1143.0,1406.0,1923.0,2371.0,2702.0,2940.0,3132.0,3267.0,3585.0,3726.0,3783.0,3783.0,3783.0,3783.0,3783.0,3783.0,3783.0,3783.0,3783.0,3783.0,3783.0,3783.0,3783.0,3783.0,3783.0,3783.0,3783.0,3783.0,3783.0,3783.0,3783.0,3783.0,3783.0,3783.0,3783.0,3783.0
Mahmudullah,BDESH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,315.0,563.0,1070.0,1374.0,1586.0,1829.0,2123.0,2629.0,2858.0,3218.0,3637.0,3757.0
